"sid","r","n_type","heterog","theta","theta1","theta2","C","n","w12","p11","p22","p12","pi01","pi11","pi02","pi12","B"
1254,0.7,"Unequal","None",0.64,0.64,0.64,10,10,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1255,0.7,"Unequal","None",0.64,0.64,0.64,10,30,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1256,0.7,"Unequal","None",0.64,0.64,0.64,10,30,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1257,0.7,"Unequal","None",0.64,0.64,0.64,10,30,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1258,0.7,"Unequal","None",0.64,0.64,0.64,10,30,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1259,0.7,"Unequal","None",0.64,0.64,0.64,10,30,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1260,0.7,"Unequal","None",0.64,0.64,0.64,10,30,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1261,0.7,"Unequal","None",0.64,0.64,0.64,20,10,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1262,0.7,"Unequal","None",0.64,0.64,0.64,20,10,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1263,0.7,"Unequal","None",0.64,0.64,0.64,20,10,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1264,0.7,"Unequal","None",0.64,0.64,0.64,20,10,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1265,0.7,"Unequal","None",0.64,0.64,0.64,20,10,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1266,0.7,"Unequal","None",0.64,0.64,0.64,20,10,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1267,0.7,"Unequal","None",0.64,0.64,0.64,20,30,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1268,0.7,"Unequal","None",0.64,0.64,0.64,20,30,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1269,0.7,"Unequal","None",0.64,0.64,0.64,20,30,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1270,0.7,"Unequal","None",0.64,0.64,0.64,20,30,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1271,0.7,"Unequal","None",0.64,0.64,0.64,20,30,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1272,0.7,"Unequal","None",0.64,0.64,0.64,20,30,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1273,0.7,"Unequal","None",0.64,0.64,0.64,30,10,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1274,0.7,"Unequal","None",0.64,0.64,0.64,30,10,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1275,0.7,"Unequal","None",0.64,0.64,0.64,30,10,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1276,0.7,"Unequal","None",0.64,0.64,0.64,30,10,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1277,0.7,"Unequal","None",0.64,0.64,0.64,30,10,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1278,0.7,"Unequal","None",0.64,0.64,0.64,30,10,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1279,0.7,"Unequal","None",0.64,0.64,0.64,30,30,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1280,0.7,"Unequal","None",0.64,0.64,0.64,30,30,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1281,0.7,"Unequal","None",0.64,0.64,0.64,30,30,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1282,0.7,"Unequal","None",0.64,0.64,0.64,30,30,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1283,0.7,"Unequal","None",0.64,0.64,0.64,30,30,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1284,0.7,"Unequal","None",0.64,0.64,0.64,30,30,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1285,0.7,"Unequal","None",0.64,0.64,0.64,50,10,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1286,0.7,"Unequal","None",0.64,0.64,0.64,50,10,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1287,0.7,"Unequal","None",0.64,0.64,0.64,50,10,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1288,0.7,"Unequal","None",0.64,0.64,0.64,50,10,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1289,0.7,"Unequal","None",0.64,0.64,0.64,50,10,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1290,0.7,"Unequal","None",0.64,0.64,0.64,50,10,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1291,0.7,"Unequal","None",0.64,0.64,0.64,50,30,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1292,0.7,"Unequal","None",0.64,0.64,0.64,50,30,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1293,0.7,"Unequal","None",0.64,0.64,0.64,50,30,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1294,0.7,"Unequal","None",0.64,0.64,0.64,50,30,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1295,0.7,"Unequal","None",0.64,0.64,0.64,50,30,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1296,0.7,"Unequal","None",0.64,0.64,0.64,50,30,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1297,0.7,"Unequal","None",0.71,0.71,0.71,10,10,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1298,0.7,"Unequal","None",0.71,0.71,0.71,10,10,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1299,0.7,"Unequal","None",0.71,0.71,0.71,10,10,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1300,0.7,"Unequal","None",0.71,0.71,0.71,10,10,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1301,0.7,"Unequal","None",0.71,0.71,0.71,10,10,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1302,0.7,"Unequal","None",0.71,0.71,0.71,10,10,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1303,0.7,"Unequal","None",0.71,0.71,0.71,10,30,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1304,0.7,"Unequal","None",0.71,0.71,0.71,10,30,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1305,0.7,"Unequal","None",0.71,0.71,0.71,10,30,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1306,0.7,"Unequal","None",0.71,0.71,0.71,10,30,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1307,0.7,"Unequal","None",0.71,0.71,0.71,10,30,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1308,0.7,"Unequal","None",0.71,0.71,0.71,10,30,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1309,0.7,"Unequal","None",0.71,0.71,0.71,20,10,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1310,0.7,"Unequal","None",0.71,0.71,0.71,20,10,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1311,0.7,"Unequal","None",0.71,0.71,0.71,20,10,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1312,0.7,"Unequal","None",0.71,0.71,0.71,20,10,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1313,0.7,"Unequal","None",0.71,0.71,0.71,20,10,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1314,0.7,"Unequal","None",0.71,0.71,0.71,20,10,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1315,0.7,"Unequal","None",0.71,0.71,0.71,20,30,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1316,0.7,"Unequal","None",0.71,0.71,0.71,20,30,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1317,0.7,"Unequal","None",0.71,0.71,0.71,20,30,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1318,0.7,"Unequal","None",0.71,0.71,0.71,20,30,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1319,0.7,"Unequal","None",0.71,0.71,0.71,20,30,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1320,0.7,"Unequal","None",0.71,0.71,0.71,20,30,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1321,0.7,"Unequal","None",0.71,0.71,0.71,30,10,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1322,0.7,"Unequal","None",0.71,0.71,0.71,30,10,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1323,0.7,"Unequal","None",0.71,0.71,0.71,30,10,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1324,0.7,"Unequal","None",0.71,0.71,0.71,30,10,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1325,0.7,"Unequal","None",0.71,0.71,0.71,30,10,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1326,0.7,"Unequal","None",0.71,0.71,0.71,30,10,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1327,0.7,"Unequal","None",0.71,0.71,0.71,30,30,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1328,0.7,"Unequal","None",0.71,0.71,0.71,30,30,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1329,0.7,"Unequal","None",0.71,0.71,0.71,30,30,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1330,0.7,"Unequal","None",0.71,0.71,0.71,30,30,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1331,0.7,"Unequal","None",0.71,0.71,0.71,30,30,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1332,0.7,"Unequal","None",0.71,0.71,0.71,30,30,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1333,0.7,"Unequal","None",0.71,0.71,0.71,50,10,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1334,0.7,"Unequal","None",0.71,0.71,0.71,50,10,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1335,0.7,"Unequal","None",0.71,0.71,0.71,50,10,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1336,0.7,"Unequal","None",0.71,0.71,0.71,50,10,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1337,0.7,"Unequal","None",0.71,0.71,0.71,50,10,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1338,0.7,"Unequal","None",0.71,0.71,0.71,50,10,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1339,0.7,"Unequal","None",0.71,0.71,0.71,50,30,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1340,0.7,"Unequal","None",0.71,0.71,0.71,50,30,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1341,0.7,"Unequal","None",0.71,0.71,0.71,50,30,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1342,0.7,"Unequal","None",0.71,0.71,0.71,50,30,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1343,0.7,"Unequal","None",0.71,0.71,0.71,50,30,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
1344,0.7,"Unequal","None",0.71,0.71,0.71,50,30,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
1345,0.7,"Unequal","Large",0.5,0.395,0.605,10,10,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1346,0.7,"Unequal","Large",0.5,0.395,0.605,10,10,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1347,0.7,"Unequal","Large",0.5,0.395,0.605,10,10,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1348,0.7,"Unequal","Large",0.5,0.395,0.605,10,10,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1349,0.7,"Unequal","Large",0.5,0.395,0.605,10,10,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1350,0.7,"Unequal","Large",0.5,0.395,0.605,10,10,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1351,0.7,"Unequal","Large",0.5,0.395,0.605,10,30,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1352,0.7,"Unequal","Large",0.5,0.395,0.605,10,30,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1353,0.7,"Unequal","Large",0.5,0.395,0.605,10,30,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1354,0.7,"Unequal","Large",0.5,0.395,0.605,10,30,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1355,0.7,"Unequal","Large",0.5,0.395,0.605,10,30,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1356,0.7,"Unequal","Large",0.5,0.395,0.605,10,30,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1357,0.7,"Unequal","Large",0.5,0.395,0.605,20,10,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1358,0.7,"Unequal","Large",0.5,0.395,0.605,20,10,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1359,0.7,"Unequal","Large",0.5,0.395,0.605,20,10,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1360,0.7,"Unequal","Large",0.5,0.395,0.605,20,10,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1361,0.7,"Unequal","Large",0.5,0.395,0.605,20,10,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1362,0.7,"Unequal","Large",0.5,0.395,0.605,20,10,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1363,0.7,"Unequal","Large",0.5,0.395,0.605,20,30,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1364,0.7,"Unequal","Large",0.5,0.395,0.605,20,30,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1365,0.7,"Unequal","Large",0.5,0.395,0.605,20,30,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1366,0.7,"Unequal","Large",0.5,0.395,0.605,20,30,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1367,0.7,"Unequal","Large",0.5,0.395,0.605,20,30,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1368,0.7,"Unequal","Large",0.5,0.395,0.605,20,30,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1369,0.7,"Unequal","Large",0.5,0.395,0.605,30,10,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1370,0.7,"Unequal","Large",0.5,0.395,0.605,30,10,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1371,0.7,"Unequal","Large",0.5,0.395,0.605,30,10,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1372,0.7,"Unequal","Large",0.5,0.395,0.605,30,10,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1373,0.7,"Unequal","Large",0.5,0.395,0.605,30,10,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1374,0.7,"Unequal","Large",0.5,0.395,0.605,30,10,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1375,0.7,"Unequal","Large",0.5,0.395,0.605,30,30,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1376,0.7,"Unequal","Large",0.5,0.395,0.605,30,30,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1377,0.7,"Unequal","Large",0.5,0.395,0.605,30,30,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1378,0.7,"Unequal","Large",0.5,0.395,0.605,30,30,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1379,0.7,"Unequal","Large",0.5,0.395,0.605,30,30,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1380,0.7,"Unequal","Large",0.5,0.395,0.605,30,30,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1381,0.7,"Unequal","Large",0.5,0.395,0.605,50,10,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1382,0.7,"Unequal","Large",0.5,0.395,0.605,50,10,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1383,0.7,"Unequal","Large",0.5,0.395,0.605,50,10,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1384,0.7,"Unequal","Large",0.5,0.395,0.605,50,10,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1385,0.7,"Unequal","Large",0.5,0.395,0.605,50,10,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1386,0.7,"Unequal","Large",0.5,0.395,0.605,50,10,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1387,0.7,"Unequal","Large",0.5,0.395,0.605,50,30,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1388,0.7,"Unequal","Large",0.5,0.395,0.605,50,30,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1389,0.7,"Unequal","Large",0.5,0.395,0.605,50,30,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1390,0.7,"Unequal","Large",0.5,0.395,0.605,50,30,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1391,0.7,"Unequal","Large",0.5,0.395,0.605,50,30,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1392,0.7,"Unequal","Large",0.5,0.395,0.605,50,30,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1393,0.7,"Unequal","Large",0.56,0.455,0.665,10,10,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1394,0.7,"Unequal","Large",0.56,0.455,0.665,10,10,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1395,0.7,"Unequal","Large",0.56,0.455,0.665,10,10,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1396,0.7,"Unequal","Large",0.56,0.455,0.665,10,10,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1397,0.7,"Unequal","Large",0.56,0.455,0.665,10,10,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1398,0.7,"Unequal","Large",0.56,0.455,0.665,10,10,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1399,0.7,"Unequal","Large",0.56,0.455,0.665,10,30,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1400,0.7,"Unequal","Large",0.56,0.455,0.665,10,30,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1401,0.7,"Unequal","Large",0.56,0.455,0.665,10,30,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1402,0.7,"Unequal","Large",0.56,0.455,0.665,10,30,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1403,0.7,"Unequal","Large",0.56,0.455,0.665,10,30,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1404,0.7,"Unequal","Large",0.56,0.455,0.665,10,30,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1405,0.7,"Unequal","Large",0.56,0.455,0.665,20,10,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1406,0.7,"Unequal","Large",0.56,0.455,0.665,20,10,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1407,0.7,"Unequal","Large",0.56,0.455,0.665,20,10,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1408,0.7,"Unequal","Large",0.56,0.455,0.665,20,10,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1409,0.7,"Unequal","Large",0.56,0.455,0.665,20,10,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1410,0.7,"Unequal","Large",0.56,0.455,0.665,20,10,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1411,0.7,"Unequal","Large",0.56,0.455,0.665,20,30,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1412,0.7,"Unequal","Large",0.56,0.455,0.665,20,30,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1413,0.7,"Unequal","Large",0.56,0.455,0.665,20,30,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1414,0.7,"Unequal","Large",0.56,0.455,0.665,20,30,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1415,0.7,"Unequal","Large",0.56,0.455,0.665,20,30,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1416,0.7,"Unequal","Large",0.56,0.455,0.665,20,30,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1417,0.7,"Unequal","Large",0.56,0.455,0.665,30,10,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1418,0.7,"Unequal","Large",0.56,0.455,0.665,30,10,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1419,0.7,"Unequal","Large",0.56,0.455,0.665,30,10,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1420,0.7,"Unequal","Large",0.56,0.455,0.665,30,10,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1421,0.7,"Unequal","Large",0.56,0.455,0.665,30,10,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1422,0.7,"Unequal","Large",0.56,0.455,0.665,30,10,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1423,0.7,"Unequal","Large",0.56,0.455,0.665,30,30,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1424,0.7,"Unequal","Large",0.56,0.455,0.665,30,30,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1425,0.7,"Unequal","Large",0.56,0.455,0.665,30,30,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1426,0.7,"Unequal","Large",0.56,0.455,0.665,30,30,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1427,0.7,"Unequal","Large",0.56,0.455,0.665,30,30,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1428,0.7,"Unequal","Large",0.56,0.455,0.665,30,30,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1429,0.7,"Unequal","Large",0.56,0.455,0.665,50,10,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1430,0.7,"Unequal","Large",0.56,0.455,0.665,50,10,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1431,0.7,"Unequal","Large",0.56,0.455,0.665,50,10,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1432,0.7,"Unequal","Large",0.56,0.455,0.665,50,10,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1433,0.7,"Unequal","Large",0.56,0.455,0.665,50,10,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1434,0.7,"Unequal","Large",0.56,0.455,0.665,50,10,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1435,0.7,"Unequal","Large",0.56,0.455,0.665,50,30,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1436,0.7,"Unequal","Large",0.56,0.455,0.665,50,30,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1437,0.7,"Unequal","Large",0.56,0.455,0.665,50,30,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1438,0.7,"Unequal","Large",0.56,0.455,0.665,50,30,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1439,0.7,"Unequal","Large",0.56,0.455,0.665,50,30,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1440,0.7,"Unequal","Large",0.56,0.455,0.665,50,30,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1441,0.7,"Unequal","Large",0.64,0.535,0.745,10,10,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1442,0.7,"Unequal","Large",0.64,0.535,0.745,10,10,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1443,0.7,"Unequal","Large",0.64,0.535,0.745,10,10,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1444,0.7,"Unequal","Large",0.64,0.535,0.745,10,10,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1445,0.7,"Unequal","Large",0.64,0.535,0.745,10,10,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1446,0.7,"Unequal","Large",0.64,0.535,0.745,10,10,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1447,0.7,"Unequal","Large",0.64,0.535,0.745,10,30,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1448,0.7,"Unequal","Large",0.64,0.535,0.745,10,30,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1449,0.7,"Unequal","Large",0.64,0.535,0.745,10,30,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1450,0.7,"Unequal","Large",0.64,0.535,0.745,10,30,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1451,0.7,"Unequal","Large",0.64,0.535,0.745,10,30,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1452,0.7,"Unequal","Large",0.64,0.535,0.745,10,30,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1453,0.7,"Unequal","Large",0.64,0.535,0.745,20,10,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1454,0.7,"Unequal","Large",0.64,0.535,0.745,20,10,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1455,0.7,"Unequal","Large",0.64,0.535,0.745,20,10,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1456,0.7,"Unequal","Large",0.64,0.535,0.745,20,10,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
